Ref	ID	Name
1997	57093995	Condolence Puppet
1998	8454126	Conductor of Nephthys
1999	53618197	Confiras de Nouvelles
2000	17375316	Confiscation
2001	15721123	"Confronting the ""C"""
2002	67630339	Confusion Chaff
2003	20590515	Conquistador of the Golden Land
2004	31000575	Conscription
2005	2980764	Consecrated Light
2006	63413494	Consolation Prize
2007	43513897	Constellar Acubens
2008	15871676	Constellar Aldebaran
2009	41269771	Constellar Algiedi
2010	16906241	Constellar Alrescha
2011	42391240	Constellar Antares
2012	86825483	Constellar Belt
2013	82913020	Constellar Caduceus
2014	47579719	Constellar Hyades
2015	70908596	Constellar Kaus
2016	17129783	Constellar Leonis
2017	63545861	Constellar Meteor
2018	26329679	Constellar Omega
2019	73964868	Constellar Pleiades
2020	78364470	Constellar Pollux
2021	2091298	Constellar Praesepe
2022	38495396	Constellar Ptolemy M7
2023	70624184	Constellar Rasalhague
2024	78486968	Constellar Sheratan
2025	44635489	Constellar Siat
2026	78358521	Constellar Sombre
2027	35631584	Constellar Star Chart
2028	90156158	Constellar Star Cradle
2029	10125011	Constellar Tellarknights
2030	4820694	Constellar Tempest
2031	35544402	Constellar Twinkle
2032	40143123	Constellar Virgo
2033	14759024	Constellar Zubeneschamali
2034	34475451	Construction Train Signal Red
2035	300302025	Consumed By Darkness
2036	16616620	Contact
2037	87170768	"Contact ""C"""
2038	41933425	Contact Gate
2039	69270537	Contact Out
2040	83544697	Contact with Gusto
2041	10925955	Contact with the Aquamirror
2042	62777823	CONTAIN!
2043	68057622	Continuous Destruction Punch
2044	46259438	Contract Laundering
2045	56673480	Contract with Don Thousand
2046	33244944	Contract with Exodia
2047	69035382	Contract with the Abyss
2048	96420087	Contract with the Dark Master
2049	19828680	Contract with the Void
2050	23204029	Contrast HERO Chaos
2051	291414	Converging Wills Dragon
2052	20007374	Converging Wishes
2053	82639107	Convert Contact
2054	62966332	Convulsion of Nature
2055	83819309	Cooling Embers
2056	70219023	Coordius the Triphasic Dealmon
2057	21843307	Copy Knight
2058	66457407	Copy Plant
2059	26376390	Copycat
2060	42566602	Coral Dragon
2061	18517177	Core Blast
2062	59385322	Core Blaster
2063	13997673	Core Compression
2064	3806388	Core of Chaos
2065	36560997	Core Overclock
2066	8057630	Core Reinforcement
2067	30770156	Core Transport Unit
2068	92565383	Cornfield Coatl
2069	26257572	Corridor of Agony
2070	34290067	Corroding Shark
2071	13235258	Corrosive Scales
2072	67949763	Corrupted Keys
2073	2561846	"Corruption Cell ""A"""
2074	21123811	Cosmic Blazar Dragon
2075	27450400	Cosmic Compass
2076	8267140	Cosmic Cyclone
2077	84012625	Cosmic Flare
2078	68319538	Cosmic Fortress Gol'gar
2079	51192573	Cosmic Horror Gangi'el
2080	37442336	Cosmic Quasar Dragon
2081	1487805	Cosmic Slicer Zer'oll
2082	74139959	Cosmic Tree Irmistil
2083	85679527	Cosmo Brain
2084	38999506	Cosmo Queen
2085	85314178	Cosmo Queen the Queen of Prayers
2086	91654806	Cosmos Channelling
2087	23265313	Cost Down
2088	5519829	Counselor Lily
2089	38834303	Counter Cleaner
2090	42309337	Counter Counter
2091	94561645	Counter Gate
2092	11136371	Counter Gem
2093	30488793	Counterforce
2094	26259179	Couple of Aces
2095	90276649	Couplet the Melodious Songstress
2096	91479482	Courageous Crimson Chevalier Bradamante
2097	28340377	Court of Cards
2098	24449083	Court of Justice
2099	74458486	Covering Fire
2100	91782219	Crab Turtle
2101	36975314	Crackdown
2102	32835363	Cracking
2103	60349525	Cracking Dragon
2104	28637168	Crane Crane
2105	18828179	Cranium Fish
2106	69042950	Crashbug Road
2107	87526784	Crashbug X
2108	23915499	Crashbug Y
2109	50319138	Crashbug Z
2110	93889755	Crass Clown
2111	67494157	Crawling Dragon
2112	38289717	Crawling Dragon #2
2113	53713014	Crazy Fish
2114	96915510	"Crealtar, the Impcantation Originator"
2115	5780210	Creation Resonator
2116	15305240	Creature Seizure
2117	31036355	Creature Swap
2118	78811937	Creeping Darkness
2119	52571838	Creeping Doom Manta
2120	49144107	Creepy Coney
2121	49600724	Crevice Into the Different Dimension
2122	80321197	Crimson Blader
2123	63436931	Crimson Dragon
2124	24566654	Crimson Fire
2125	98173209	Crimson Gaia
2126	38250531	Crimson Knight Vampire Bram
2127	14618326	Crimson Ninja
2128	30270176	Crimson Nova the Dark Cubic Lord
2129	72664875	Crimson Nova Trinity the Dark Cubic Lord
2130	34761841	Crimson Resonator
2131	28358902	Crimson Sentry
2132	46696593	Crimson Sunbird
2133	18654201	Criosphinx
2134	24082387	Crop Circles
2135	46961802	Cross Attack
2136	20862918	Cross Breed
2137	37083210	Cross Counter
2138	9097866	Cross Debug
2139	40740224	Cross Keeper
2140	53241226	Cross Over
2141	73146473	Cross Porter
2142	56889	Cross-Dimensional Duel
2143	50277355	Cross-Sheep
2144	74976215	Cross-Sword Beetle
2145	65681983	Crossout Designator
2146	72218246	Crossrose Dragon
2147	77998771	Crow Goblin
2148	64806765	Crow Tengu
2149	50756327	"Crowley, the First Propheseer"
2150	875572	"Crowley, the Gifted of Magistus"
2151	9505425	"Crowley, the Magistus of Grimoires"
2152	95511642	Crowned by the World Chalice
2153	73853830	Crusader of Endymion
2154	91646304	Crusadia Arboria
2155	54525057	Crusadia Draco
2156	45002991	Crusadia Equimax
2157	55838342	Crusadia Krawler
2158	28031913	Crusadia Leonis
2159	72228247	Crusadia Magius
2160	81524756	Crusadia Maximus
2161	96434581	Crusadia Power
2162	55241609	Crusadia Reclusia
2163	9617996	Crusadia Regulex
2164	69039982	Crusadia Revival
2165	39528955	Crusadia Spatha
2166	87497553	Crusadia Testament
2167	55312487	Crusadia Vanguard
2168	57728570	Crush Card Virus
2169	88667504	Crusher Run
2170	39712330	Cry Havoc!
2171	23950192	Cryomancer of the Ice Barrier
2172	72881007	Crystal Abundance
2173	58371671	Crystal Aegis
2174	95326659	Crystal Beacon
2175	69937550	Crystal Beast Amber Mammoth
2176	32933942	Crystal Beast Amethyst Cat
2177	21698716	Crystal Beast Cobalt Eagle
2178	68215963	Crystal Beast Emerald Tortoise
2179	36795102	Crystal Beast Rainbow Dragon
2180	32710364	Crystal Beast Ruby Carbuncle
2181	7093411	Crystal Beast Sapphire Pegasus
2182	95600067	Crystal Beast Topaz Tiger
2183	35486099	Crystal Blessing
2184	9334391	Crystal Bond
2185	85766789	Crystal Boon
2186	47149093	Crystal Brilliance
2187	84343351	Crystal Clear Wing Over Synchro Dragon
2188	59765225	Crystal Clear Wing Synchro Dragon
2189	87259933	Crystal Conclave
2190	93169863	Crystal Girl
2191	86999951	Crystal God Tistina
2192	14469229	Crystal Keeper
2193	87475570	Crystal Master
2194	11155484	Crystal Miracle
2195	47121070	Crystal Pair
2196	8275702	Crystal Promise
2197	96331676	Crystal Raigeki
2198	10004783	Crystal Release
2199	79531196	Crystal Rose
2200	82099401	Crystal Seer
2201	98881700	Crystal Shark
2202	7903368	Crystal Skull
2203	300302026	Crystal Transcendence
2204	47408488	Crystal Tree
2205	50954680	Crystal Wing Synchro Dragon
2206	3576031	Crystolic Potential
2207	76359406	Crystron Ametrix
2208	20050865	Crystron Citree
2209	53829527	Crystron Cluster
2210	47736165	Crystron Eleskeletas
2211	52176579	Crystron Entry
2212	50588353	Crystron Halqifibrax
2213	99274184	Crystron Impact
2214	31552317	Crystron Inclusion
2215	2743001	Crystron Phoenix
2216	56049970	Crystron Prasiortle
2217	93665266	Crystron Quan
2218	39964797	Crystron Quandax
2219	13455674	Crystron Quariongandrax
2220	66938505	Crystron Rion
2221	55326322	Crystron Rosenix
2222	83443619	Crystron Smiger
2223	3422200	Crystron Sulfefnir
2224	25865565	Crystron Sulfudhole
2225	29838323	Crystron Thystvern
2226	55326323	Crystron Token
2227	99471856	Crystron Tristalos
2228	10789972	Cu Chulainn the Awakened
2229	17530001	Cuben
2230	2434862	Cubic Ascension
2231	38606913	Cubic Causality
2232	1218214	Cubic Dharma
2233	9659580	Cubic Karma
2234	8837932	Cubic Mandala
2235	71442223	Cubic Rebirth
2236	35058588	Cubic Wave
2237	89552119	Cucumber Horse
2238	27178262	Cunning of the Six Samurai
2239	37812118	Cup of Ace
2240	69526976	Cupid Dunk
2241	35960413	Cupid Fore
2242	21915012	Cupid Pitch
2243	1566817	Cupid Serve
2244	11851647	Cupid Volley
2245	85802526	Cure Mermaid
2246	98095162	"Curious, the Lightsworn Dominion"
2247	14509651	Curse Necrofear
2248	41398771	Curse of Aging
2249	66742250	Curse of Anubis
2250	34690953	Curse of Aramatir
2251	84970821	Curse of Darkness
2252	28279543	Curse of Dragon
2253	61525276	"Curse of Dragon, the Cursed Dragon"
2254	72064891	"Curse of Dragon, the Magical Knight Dragon"
2255	7241272	Curse of Dragonfire
2256	12470447	Curse of Fiend
2257	2926176	Curse of Royal
2258	12863633	Curse of the Circle
2259	94377247	Curse of the Masked Beast
2260	81788994	Curse of the Shadow Prison
2261	33391067	Curse Reflection Doll
2262	98867329	Cursed Armaments
2263	42199039	Cursed Bamboo Sword
2264	46967601	Cursed Bill
2265	71545247	Cursed Bride Doll
2266	31434645	Cursed Eldland
2267	18489208	Cursed Fig
2268	26857786	Cursed Fire King Doom Burst
2269	58851034	Cursed Seal of the Forbidden Spell
2270	22026707	Curtain of the Dark Ones
2271	68756810	Cutter Shark
2272	67926903	CXyz Barian Hope
2273	76419637	CXyz Battleship Cherry Blossom
2274	88754763	CXyz Coach Lord Ultimatrainer
2275	13030280	CXyz Comics Hero Legend Arthur
2276	23454876	CXyz Dark Fairy Cheer Girl
2277	3685372	CXyz Gimmick Puppet Fanatix Machinix
2278	41309158	CXyz Mechquipped Djinn Angeneral
2279	61374414	CXyz N.As.Ch. Knight
2280	41147577	CXyz Simon the Great Moral Leader
2281	49202331	CXyz Skypalace Babylon
2282	77235086	Cyber Angel Benten
2283	39618799	Cyber Angel Dakini
2284	3629090	Cyber Angel Idaten
2285	91668401	Cyber Angel Izana
2286	99427357	Cyber Angel Natasha
2287	78316184	Cyber Angel Vrash
2288	59907935	Cyber Archfiend
2289	68774379	Cyber Barrier Dragon
2290	300302027	Cyber Blade Fusion
2291	10248389	Cyber Blader
2292	6400512	Cyber Commander
2293	39439590	Cyber Dinosaur
2294	70095154	Cyber Dragon
2295	23893227	Cyber Dragon Core
2296	59281922	Cyber Dragon Drei
2297	56364287	Cyber Dragon Herz
2298	10443957	Cyber Dragon Infinity
2299	1142880	Cyber Dragon Nachster
2300	58069384	Cyber Dragon Nova
2301	46724542	Cyber Dragon Sieger
2302	29975188	Cyber Dragon Vier
2303	5373478	Cyber Dragon Zwei
2304	28053106	Cyber Egg Angel
2305	33093439	Cyber Eltanin
2306	60600126	Cyber Emergency
2307	1546123	Cyber End Dragon
2308	38265153	Cyber Energy Shock
2309	91663373	Cyber Esper
2310	32768230	Cyber Eternal
2311	82315403	Cyber Eternity Dragon
2312	30655537	Cyber Falcon
2313	76763417	Cyber Gymnast
2314	80316585	Cyber Harpie Lady
2315	34124316	Cyber Jar
2316	76986005	Cyber Kirin
2317	35050257	Cyber Larva
2318	4162088	Cyber Laser Dragon
2319	12670770	Cyber Network
2320	64268668	Cyber Ogre
2321	37057012	Cyber Ogre 2
2322	30042158	Cyber Ouroboros
2323	76103404	Cyber Petit Angel
2324	29719112	Cyber Pharos
2325	3370104	Cyber Phoenix
2326	2158562	Cyber Prima
2327	39978267	Cyber Raider
2328	86686671	Cyber Repair Plant
2329	33041277	Cyber Revsystem
2330	89112729	Cyber Saurus
2331	90440725	Cyber Shadow Gardna
2332	32393580	Cyber Shark
2333	63224564	Cyber Shield
2334	63261835	Cyber Slash Harpie Lady
2335	44865098	Cyber Soldier
2336	75559356	Cyber Soldier of Darkworld
2337	63477921	Cyber Summon Blaster
2338	49375719	Cyber Tutu
2339	42600274	Cyber Tutubon
2340	74157028	Cyber Twin Dragon
2341	3657444	Cyber Valley
2342	69015963	Cyber-Stein
2343	48766543	Cyber-Tech Alligator
2344	45078193	Cyberdark Cannon
2345	5370235	Cyberdark Chimera
2346	82562802	Cyberdark Claw
2347	40418351	Cyberdark Dragon
2348	77625948	Cyberdark Edge
2349	37542782	Cyberdark End Dragon
2350	41230939	Cyberdark Horn
2351	80033124	Cyberdark Impact!
2352	44352516	Cyberdark Inferno
2353	1157683	Cyberdark Invasion
2354	3019642	Cyberdark Keel
2355	64753988	Cyberdark Realm
2356	300302028	Cyberdark Style (Skill Card)
2357	18967507	Cyberdarkness Dragon
2358	55704856	Cyberload Fusion
2359	96428622	Cybernetic Cyclopean
2360	58199906	Cybernetic Fusion Support
2361	92773018	Cybernetic Hidden Technology
2362	63031396	Cybernetic Horizon
2363	59023523	Cybernetic Magician
2364	82428674	Cybernetic Overflow
2365	18597560	Cybernetic Revolution
2366	47295267	Cybernetic Zone
2367	37007105	Cybersal Cyclone
2368	89238128	Cyberse Accelerator
2369	91269402	Cyberse Beacon
2370	42717221	Cyberse Clock Dragon
2371	14505685	Cyberse Converter
2372	92422871	Cyberse Desavewurm
2373	60279710	Cyberse Enchanter
2374	645087	Cyberse Gadget
2375	25200959	Cyberse Integrator
2376	24731391	Cyberse Magician
2377	63533837	Cyberse Quantum Dragon
2378	56337500	Cyberse Reminder
2379	65037172	Cyberse Sage
2380	86784733	Cyberse Synchron
2381	46104361	Cyberse White Hat
2382	52698008	Cyberse Wicckid
2383	11674673	Cyberse Witch
2384	36033786	Cyberse Wizard
2385	51020079	Cyborg Doctor
2386	34614910	Cyclamen the Rikka Fairy
2387	32828635	Cycle of the World
2388	5494820	Cyclon Laser
2389	22147147	Cyclone Blade
2390	29612557	Cyclone Boomerang
2391	21036656	Cyclos the Circular Sprite
2392	45945685	Cycroid
2393	43839002	Cynet Backdoor
2394	4433488	Cynet Cascade
2395	82886276	Cynet Circuit
2396	60018643	Cynet Codec
2397	7403341	Cynet Conflict
2398	77449773	Cynet Crosswipe
2399	65801012	Cynet Fusion
2400	57160136	Cynet Mining
2401	34010534	Cynet Optimization
2402	73558460	Cynet Recovery
2403	36368606	Cynet Refresh
2404	19943114	Cynet Regression
2405	34767865	Cynet Ritual
2406	57900671	Cynet Rollback
2407	42461852	Cynet Storm
2408	61583217	Cynet Universe
2409	43405287	D - Chain
2410	8698851	D - Counter
2411	6186304	D - Force
2412	74329404	D - Formation
2413	9201964	D - Fortune
2414	62868900	D - Shield
2415	89899996	D - Spirit
2416	48032131	D - Tactics
2417	99075257	D - Time
2418	99357565	D Cubed
2419	79279397	D-Boyz
2420	26841274	D-Fusion
2421	81057959	D. Human
2422	2833249	D. Tribe
2423	9910360	D.3.S. Frog
2424	70074904	D.D. Assailant
2425	56790702	D.D. Assault Carrier
2426	60912752	D.D. Borderline
2427	48148828	D.D. Crazy Beast
2428	24508238	D.D. Crow
2429	33423043	D.D. Designator
2430	44792253	D.D. Destroyer
2431	8628798	D.D. Dynamite
2432	80208158	D.D. Esper Star Sparrow
2433	52702748	D.D. Guide
2434	15574615	D.D. Jet Iron
2435	75991479	D.D. Patrol Plane
2436	3773196	D.D. Scout Plane
2437	89015998	D.D. Seeker
2438	16638212	D.D. Sprite
2439	48092532	D.D. Survivor
2440	51701885	D.D. Telepon
2441	86498013	D.D. Trainer
2442	5606466	D.D. Trap Hole
2443	95291684	D.D. Unicorn Knight
2444	37043180	D.D. Warrior
2445	7572887	D.D. Warrior Lady
2446	76552147	D.D.D. - Different Dimension Derby
2447	82112775	D.D.M. - Different Dimension Master
2448	9622164	D.D.R. - Different Dimension Reincarnation
2449	36614113	D/D Ark
2450	19808608	D/D Berfomet
2451	39153655	D/D Cerberus
2452	5997110	D/D Count Surveyor
2453	32349062	D/D Dog
2454	55415564	D/D Evil
2455	74387963	D/D Extra Surveyor
2456	33334269	D/D Ghost
2457	28406301	D/D Gryphon
2458	19580308	D/D Lamia
2459	12822541	D/D Lilith
2460	72291412	D/D Necro Slime
2461	48210156	D/D Nighthowl
2462	72181263	D/D Orthros
2463	32146097	D/D Pandora
2464	17979378	D/D Proud Chevalier
2465	81571633	D/D Proud Ogre
2466	8643186	D/D Recruits
2467	71069715	D/D Reroll
2468	46796664	D/D Savant Copernicus
2469	74605254	D/D Savant Galilei
2470	11609969	D/D Savant Kepler
2471	19302550	D/D Savant Newton
2472	46035545	D/D Savant Nikola
2473	41546	D/D Savant Thomas
2474	42382265	D/D Scale Surveyor
2475	45206713	D/D Swirl Slime
2476	59123937	D/D Vice Typhon
2477	9024198	D/D/D Abyss King Gilgamesh
2478	83303851	D/D/D Chaos King Apocalypse
2479	811734	D/D/D Contract Change
2480	44852429	D/D/D Cursed King Siegfried
2481	21686473	D/D/D Destiny King Zero Laplace
2482	46593546	D/D/D Deviser King Deus Machinex
2483	47198668	D/D/D Doom King Armageddon
2484	56619314	D/D/D Dragon King Pendragon
2485	8463720	D/D/D Dragonbane King Beowulf
2486	15939229	D/D/D Duo-Dawn King Kali Yuga
2487	16006416	D/D/D Flame High King Genghis
2488	74583607	D/D/D Flame King Genghis
2489	6766208	D/D/D Gust High King Alexander
2490	987311	D/D/D Gust King Alexander
2491	91781484	D/D/D Headhunt
2492	72648577	D/D/D Human Resources
2493	71612253	D/D/D Marksman King Tell
2494	74069667	D/D/D Oblivion King Abyss Ragnarok
2495	82956492	D/D/D Oracle King d'Arc
2496	92536468	D/D/D Rebel King Leonidas
2497	51497409	D/D/D Stone King Darius
2498	72402069	D/D/D Super Doom King Bright Armageddon
2499	18897163	D/D/D Super Doom King Dark Armageddon
2500	84569886	D/D/D Super Doom King Purple Armageddon
2501	76029419	D/D/D Supersight King Zero Maxwell
2502	44186624	D/D/D Supreme King Kaiser
2503	25857977	D/D/D Vice King Requiem
2504	79559912	D/D/D Wave High King Caesar
2505	3758046	D/D/D Wave King Caesar
2506	27873305	D/D/D Wave Oblivion King Caesar Ragnarok
2507	97417863	D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox
2508	71249758	D2 Shield
2509	50696588	Dai Dance
2510	41090784	Dai-sojo of the Ice Barrier
2511	69133798	Daidara-Bocchi
2512	39943352	Daidaratant the Ooze Giant
2513	10755984	Daigusto Eguls
2514	581014	Daigusto Emeral
2515	34109611	Daigusto Falcos
2516	84766279	Daigusto Gulldos
2517	76937326	Daigusto Laplampilica
2518	2766877	Daigusto Phoenix
2519	29552709	Daigusto Sphreez
2520	42542842	"Dakki, the Graceful Mayakashi"
2521	44584775	Damage = Reptile
2522	28378427	Damage Condenser
2523	95448692	Damage Diet
2524	60741115	Damage Eater
2525	87106146	Damage Gate
2526	50613779	Damage Mage
2527	46031686	Damage Polarizer
2528	35268887	Damage Translation
2529	98535702	Damage Vaccine Omega MAX
2530	59546528	Dance Princess of the Ice Barrier
2531	52738610	Dance Princess of the Nekroz
2532	33298291	Dances with Beasts
2533	59983499	Dancing Elf
2534	90925163	Dancing Fairy
2535	36629635	Dandy Whitelion
2536	15341821	Dandylion
2537	43316238	Danger! Bigfoot!
2538	16209941	Danger! Chupacabra!
2539	23213239	Danger! Disturbance! Disorder!
2540	26302107	Danger! Dogman!
2541	57433966	Danger! Excitement! Mystery!
2542	83928661	Danger! Feets of Strength!
2543	52350806	Danger! Mothman!
2544	70711847	Danger! Nessie!
2545	83518674	Danger! Ogopogo!
2546	25140659	Danger! Response Team
2547	90807199	Danger! Thunderbird!
2548	15083304	Danger! Zone
2549	43694650	Danger!? Jackalope?
2550	99745551	Danger!? Tsuchinoko?
2551	58468105	Dangerous Frightfur Nightmary
2552	76895648	Dangerous Machine Type-6
2553	48588176	Danipon
2554	66192538	Danmari @Ignister
2555	18386170	"Dante, Pilgrim of the Burning Abyss"
2556	83531441	"Dante, Traveler of the Burning Abyss"
2557	97001138	Dark Advance
2558	34479658	Dark Alligator
2559	28593329	Dark Angel
2560	95685352	Dark Anthelion Dragon
2561	65192027	Dark Armed Dragon
2562	78144171	"Dark Armed, the Dragon of Annihilation"
2563	72520073	Dark Artist
2564	41949033	Dark Assailant
2565	80071763	Dark Balter the Terrible
2566	67049542	Dark Bat
2567	81034083	Dark Beckoning Beast
2568	11321183	Dark Blade
2569	57784563	Dark Blade the Captain of the Evil World
2570	86805855	Dark Blade the Dragon Knight
2571	77538567	Dark Bribe
2572	44341034	Dark Bug
2573	49702428	Dark Burning Attack
2574	75190122	Dark Burning Magic
2575	12071500	Dark Calling
2576	8634636	Dark Cat with White Tail
2577	33875961	Dark Catapulter
2578	73452089	Dark Cavalry
2579	32344688	Dark Chimera
2580	53527835	Dark City
2581	1804528	Dark Coffin
2582	77124096	Dark Contact
2583	37209439	Dark Contract with Errors
2584	33814281	Dark Contract with Patent License
2585	60168186	Dark Contract with the Entities
2586	9030160	Dark Contract with the Eternal Darkness
2587	46372010	Dark Contract with the Gate
2588	73360025	Dark Contract with the Swamp King
2589	9765723	Dark Contract with the Witch
2590	45974017	Dark Contract with the Yamimakai
2591	70231910	Dark Core
2592	98696958	Dark Corridor
2593	300302061	Dark Creation
2594	91596726	Dark Crusader
2595	3701074	Dark Cure
2596	65824822	Dark Deal
2597	70187958	Dark Desertapir
2598	78053598	Dark Designator
2599	109401	Dark Dimension Soldier
2600	31919988	Dark Diviner
2601	62312469	Dark Doriado
2602	18803791	Dark Dragon Ritual
2603	65287621	Dark Driceratops
2604	89111398	Dark Dust Spirit
2605	81755371	Dark Effigy
2606	53194323	Dark Element
2607	21417692	Dark Elf
2608	88643579	Dark End Dragon
2609	62002838	Dark End Evaporation Dragon
2610	4614116	Dark Energy
2611	29436665	Dark Eradicator Warlock
2612	674561	Dark Eruption
2613	88685329	Dark Eye Nightmare
2614	90928333	Dark Factory of Mass Production
2615	9064354	Dark Factory of More Production
2616	13722870	Dark Flare Knight
2617	67904682	Dark Flattop
2618	94820406	Dark Fusion
2619	41114306	Dark Garnex the Cubic Beast
2620	70676581	Dark General Freed
2621	9159938	Dark Gray
2622	14536035	Dark Grepher
2623	26746975	Dark Guardian
2624	75326861	Dark Highlander
2625	53129443	Dark Hole
2626	72880377	Dark Hole Dragon
2627	26914168	Dark Honest
2628	16964437	Dark Horizon
2629	66214679	Dark Horus
2630	19357125	Dark Hunter
2631	5562461	Dark Illusion
2632	74567889	Dark Infant @Ignister
2633	90980792	Dark Jeroid
2634	53375573	Dark King of the Abyss
2635	85313220	Dark Lucius LV4
2636	12817939	Dark Lucius LV6
2637	58206034	Dark Lucius LV8
2638	2314238	Dark Magic Attack
2639	99789342	Dark Magic Curtain
2640	111280	Dark Magic Expanded
2641	41735184	Dark Magic Inheritance
2642	59016454	Dark Magic Mirror Force
2643	70168345	Dark Magic Twin Burst
2644	82404868	Dark Magic Veil
2645	47222536	Dark Magical Circle
2646	46986414	Dark Magician
2647	38033121	Dark Magician Girl
2648	43892408	Dark Magician Girl the Dragon Knight
2649	50725996	Dark Magician Knight
2650	40737112	Dark Magician of Chaos
2651	41721210	Dark Magician the Dragon Knight
2652	5829717	Dark Magician the Knight of Dragon Magic
2653	342673	Dark Magician the Magician of Black Magic
2654	41722932	Dark Mambele
2655	97642679	Dark Master - Zorc
2656	74713516	Dark Mimic LV1
2657	1102515	Dark Mimic LV3
2658	20522190	Dark Mirror Force
2659	31829185	Dark Necrofear
2660	38107923	Dark Nephthys
2661	98502113	Dark Paladin
2662	13193642	Dark Plant
2663	89558090	Dark Prisoner
2664	99261403	Dark Rabbit
2665	16195942	Dark Rebellion Xyz Dragon
2666	45462639	Dark Red Enchanter
2667	9287078	Dark Renewal
2668	1621413	Dark Requiem Xyz Dragon
2669	97021916	Dark Resonator
2670	85562745	Dark Room of Nightmare
2671	90724272	Dark Rose Fairy
2672	53982768	Dark Ruler Ha Des
2673	54693926	Dark Ruler No More
2674	76045757	Dark Sacrifice
2675	92377303	Dark Sage
2676	16625614	Dark Sanctuary
2677	69402394	Dark Scheme
2678	61587183	Dark Scorpion - Chick the Yellow
2679	6967870	Dark Scorpion - Cliff the Trap Remover
2680	48768179	Dark Scorpion - Gorg the Strong
2681	74153887	Dark Scorpion - Meanae the Thorn
2682	40933924	Dark Scorpion Burglars
2683	20858318	Dark Scorpion Combination
2684	98248208	Dark Sea Serpent - Dryagle
2685	40196604	Dark Shade
2686	11366199	Dark Simorgh
2687	41930553	Dark Smog
2688	47233801	Dark Snake Syndrome
2689	8198621	Dark Soul Token
2690	12930501	Dark Spell Regeneration
2691	81759748	Dark Spider
2692	38167722	Dark Spirit Art - Greed
2693	51993760	Dark Spirit of Banishment
2694	87988305	Dark Spirit of Malice
2695	93599951	Dark Spirit of the Silent
2696	14386013	Dark Spirit's Mastery
2697	32646477	Dark Strike Fighter
2698	87917187	Dark Summoning Beast
2699	39613288	Dark Supremacy
2700	97383507	Dark Templar @Ignister
2701	76614003	Dark Tinker
2702	89494469	Dark Titan of Terror
2703	300302062	Dark Unity
2704	83269557	Dark Valkyria
2705	50164989	Dark Verger
2706	65282484	Dark Voltanis
2707	35565537	Dark Witch
2708	65956182	Dark World Accession
2709	76672730	Dark World Archives
2710	10131855	Dark World Brainwashing
2711	74117290	Dark World Dealings
2712	61623148	Dark World Grimoire
2713	93554166	Dark World Lightning
2714	3167439	Dark World Punishment
2715	30284022	Dark World Puppetry
2716	59784896	Dark Zebra
2717	38247752	Dark-Eyes Illusionist
2718	45895206	Dark-Piercing Light
2719	35798491	Darkbishop Archfiend
2720	39343610	Darkblaze Dragon
2721	50383626	"Darkest Diabolos, Lord of the Lair"
2722	30127518	Darkfall
2723	17881964	Darkfire Dragon
2724	5388481	Darkfire Soldier #1
2725	78861134	Darkfire Soldier #2
2726	25460258	Darkflare Dragon
2727	29876529	Darklight
2728	76202610	Darklon
2729	51728779	Darklord Amdusc
2730	85771019	Darklord Asmodeus
2731	14517422	Darklord Contact
2732	58787301	Darklord Descent
2733	55690251	Darklord Desire
2734	47664723	Darklord Edeh Arae
2735	87990236	Darklord Enchantment
2736	52840267	Darklord Ixchel
2737	57579381	Darklord Marie
2738	25451652	Darklord Morningstar
2739	25339070	Darklord Nasten
2740	18168997	Darklord Nergal
2741	67316075	Darklord Nurse Reficule
2742	50501121	Darklord Rebellion
2743	11260714	Darklord Superbia
2744	88234365	Darklord Tezcatlipoca
2745	92807548	Darklord Ukoback
2746	54527349	Darklord Uprising
2747	40921744	Darklord Zerato
2748	80168720	Darkness Approaches
2749	93709215	Darkness Destroyer
2750	79266769	"Darkness Metal, the Dragon of Dark Steel"
2751	60417395	Darkness Neosphere
2752	76925842	Darknight Parshath
2753	70054514	Darksea Float
2754	34659866	Darksea Rescue
2755	57662975	Darkstorm Dragon
2756	64414267	Darktellarknight Batlamyus
2757	83584898	Darkworld Shackles
2758	43500484	Darkworld Thorns
2759	86271510	Darton the Mechanical Monstrosity
2760	35394356	Daruma Dropper
2761	34257001	Dash Warrior
2762	84816245	Data Acorn Token
2763	23331401	Data Token
2764	84816244	Datacorn
2765	6351548	Dawn Knight
2766	27383110	Dawn of the Herald
2767	57549932	Dawnbreak Gardna
2768	91336701	Day-Breaker the Shining Magical Warrior
2769	29116732	Daybreaker
2770	95286165	De-Fusion
2771	19159413	De-Spell
2772	32441317	De-Synchro
2773	69122763	Deal of Phantom
2774	89462956	Dealer's Choice
2775	14943837	Debris Dragon
2776	65703851	Debunk
2777	10209545	Decayed Commander
2778	66328392	Deception of the Sinful Spoils
2779	70485614	Decisive Battle of Golgonda
2780	35027493	Deck Devastation Virus
2781	1149109	Deck Lockdown
2782	33062423	Decode Destruction
2783	1861629	Decode Talker
2784	30822527	Decode Talker Extended
2785	61245672	Decode Talker Heatsoul
2786	2732323	Decoy Dragon
2787	25034083	Decoyroid
2788	69542930	Dedication through Light and Darkness
2789	28654932	Deep Dark Trap Hole
2790	17559367	Deep Diver
2791	72060415	Deep Sea Aria
2792	8495780	Deep Sea Artisan
2793	78868119	Deep Sea Diva
